"","query","baseMean","log2FoldChange","lfcSE","pvalue","padj","seed_ortholog","evalue","score","eggNOG_OGs","max_annot_lvl","COG_category","Description","Preferred_name","GOs","EC","KEGG_ko","KEGG_Pathway","KEGG_Module","KEGG_Reaction","KEGG_rclass","BRITE","KEGG_TC","CAZy","BiGG_Reaction","PFAMs"
"25","Pocillopora_acuta_HIv2___TS.g18100.t1",8027.26641448667,-10.5325438014964,1.84962012085678,2.79883651727368e-16,1.61929485543386e-13,"34506.g7701",4.24e-09,64.3,"KOG3913@1|root,KOG3913@2759|Eukaryota,39THQ@33154|Opisthokonta,3BJ1J@33208|Metazoa,3CXDI@33213|Bilateria,40D1Q@6231|Nematoda,1KYE9@119089|Chromadorea,40XYW@6236|Rhabditida","33208|Metazoa","T","found in Wnt-1","WNT16","GO:0000132,GO:0000226,GO:0000278,GO:0001654,GO:0001664,GO:0001837,GO:0001932,GO:0001934,GO:0002009,GO:0002072,GO:0003002,GO:0003007,GO:0003408,GO:0003674,GO:0005102,GO:0005109,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0006928,GO:0006950,GO:0006979,GO:0006996,GO:0007010,GO:0007017,GO:0007049,GO:0007154,GO:0007163,GO:0007165,GO:0007166,GO:0007267,GO:0007275,GO:0007389,GO:0007399,GO:0007423,GO:0007507,GO:0007568,GO:0007569,GO:0008150,GO:0008283,GO:0008356,GO:0008544,GO:0009653,GO:0009790,GO:0009798,GO:0009887,GO:0009888,GO:0009893,GO:0009913,GO:0009966,GO:0009967,GO:0009987,GO:0010468,GO:0010469,GO:0010562,GO:0010604,GO:0010628,GO:0010646,GO:0010647,GO:0010720,GO:0010721,GO:0010769,GO:0010770,GO:0010941,GO:0010975,GO:0010976,GO:0014066,GO:0014068,GO:0016043,GO:0016055,GO:0016331,GO:0016477,GO:0019220,GO:0019222,GO:0019899,GO:0019900,GO:0019901,GO:0022008,GO:0022402,GO:0022603,GO:0022604,GO:0023051,GO:0023052,GO:0023056,GO:0030010,GO:0030154,GO:0030182,GO:0030216,GO:0030334,GO:0030335,GO:0030336,GO:0030545,GO:0030855,GO:0030971,GO:0031076,GO:0031323,GO:0031325,GO:0031344,GO:0031346,GO:0031399,GO:0031401,GO:0032101,GO:0032103,GO:0032268,GO:0032270,GO:0032501,GO:0032502,GO:0032872,GO:0032874,GO:0032879,GO:0033554,GO:0034599,GO:0040001,GO:0040011,GO:0040012,GO:0040013,GO:0040017,GO:0040028,GO:0042221,GO:0042325,GO:0042327,GO:0043010,GO:0043408,GO:0043410,GO:0043588,GO:0043616,GO:0044421,GO:0044424,GO:0044464,GO:0045165,GO:0045595,GO:0045596,GO:0045597,GO:0045664,GO:0045666,GO:0045937,GO:0046328,GO:0046330,GO:0046849,GO:0048018,GO:0048048,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048562,GO:0048568,GO:0048580,GO:0048583,GO:0048584,GO:0048592,GO:0048593,GO:0048596,GO:0048598,GO:0048646,GO:0048699,GO:0048729,GO:0048731,GO:0048762,GO:0048771,GO:0048856,GO:0048869,GO:0048870,GO:0050673,GO:0050767,GO:0050768,GO:0050769,GO:0050770,GO:0050772,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0050920,GO:0050921,GO:0051093,GO:0051094,GO:0051128,GO:0051130,GO:0051171,GO:0051173,GO:0051174,GO:0051179,GO:0051234,GO:0051239,GO:0051240,GO:0051241,GO:0051246,GO:0051247,GO:0051270,GO:0051271,GO:0051272,GO:0051293,GO:0051294,GO:0051301,GO:0051640,GO:0051641,GO:0051649,GO:0051653,GO:0051656,GO:0051674,GO:0051716,GO:0051960,GO:0051961,GO:0051962,GO:0060070,GO:0060255,GO:0060284,GO:0060317,GO:0060429,GO:0060485,GO:0060548,GO:0060900,GO:0060972,GO:0061062,GO:0065007,GO:0065009,GO:0070302,GO:0070304,GO:0070887,GO:0070986,GO:0071840,GO:0072359,GO:0080090,GO:0080134,GO:0080135,GO:0090398,GO:0090399,GO:0090400,GO:0090403,GO:0090596,GO:0098772,GO:0120035,GO:0198738,GO:1902531,GO:1902533,GO:1902667,GO:1902669,GO:1902850,GO:1903047,GO:1903354,GO:1903356,GO:1905114,GO:1905483,GO:1905484,GO:1905485,GO:1905486,GO:1905488,GO:1905489,GO:1905491,GO:1990782,GO:2000026,GO:2000145,GO:2000146,GO:2000147,GO:2001222,GO:2001223,GO:2001224","-","ko:K01558","ko04150,ko04310,ko04390,ko04550,ko04916,ko04934,ko05165,ko05166,ko05200,ko05202,ko05205,ko05217,ko05224,ko05225,ko05226,map04150,map04310,map04390,map04550,map04916,map04934,map05165,map05166,map05200,map05202,map05205,map05217,map05224,map05225,map05226","M00677","-","-","ko00000,ko00001,ko00002,ko00536","-","-","-","wnt"
"26","Pocillopora_acuta_HIv2___RNAseq.g11588.t1",1254.25173047322,15.4166828681569,3.76196879269536,3.03484072475244e-16,1.68830524010843e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","Pocillopora_acuta_HIv2___RNAseq.g25327.t1",1008.53047685861,11.8473784633747,1.96479267941957,3.8823782162128e-16,2.07980438960378e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Pocillopora_acuta_HIv2___RNAseq.g12281.t1",740.060962879886,-15.5067090837299,3.90148721466202,4.05396384464339e-16,2.09416189460436e-13,"45351.EDO31736",2.79e-74,263,"COG5599@1|root,KOG4228@2759|Eukaryota,38C26@33154|Opisthokonta,3BBRE@33208|Metazoa","33208|Metazoa","T","Receptor-type tyrosine-protein phosphatase","PTPRM","GO:0000302,GO:0000902,GO:0000904,GO:0001654,GO:0001750,GO:0001936,GO:0001937,GO:0003008,GO:0003013,GO:0003018,GO:0003407,GO:0003674,GO:0003824,GO:0004721,GO:0004725,GO:0004888,GO:0005001,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0005887,GO:0005911,GO:0005912,GO:0005913,GO:0005929,GO:0006355,GO:0006464,GO:0006470,GO:0006793,GO:0006796,GO:0006807,GO:0006928,GO:0006935,GO:0006950,GO:0006979,GO:0007044,GO:0007045,GO:0007154,GO:0007155,GO:0007156,GO:0007160,GO:0007165,GO:0007166,GO:0007167,GO:0007169,GO:0007178,GO:0007179,GO:0007275,GO:0007399,GO:0007409,GO:0007411,GO:0007423,GO:0008013,GO:0008015,GO:0008092,GO:0008104,GO:0008150,GO:0008152,GO:0008285,GO:0009314,GO:0009411,GO:0009416,GO:0009605,GO:0009628,GO:0009653,GO:0009719,GO:0009887,GO:0009889,GO:0009890,GO:0009892,GO:0009986,GO:0009987,GO:0010033,GO:0010468,GO:0010556,GO:0010558,GO:0010594,GO:0010596,GO:0010605,GO:0010629,GO:0010632,GO:0010633,GO:0010837,GO:0010839,GO:0010842,GO:0016020,GO:0016021,GO:0016043,GO:0016311,GO:0016477,GO:0016525,GO:0016787,GO:0016788,GO:0016790,GO:0016791,GO:0019198,GO:0019219,GO:0019222,GO:0019538,GO:0019899,GO:0019900,GO:0019901,GO:0022008,GO:0022603,GO:0022607,GO:0022610,GO:0023052,GO:0030027,GO:0030030,GO:0030054,GO:0030154,GO:0030182,GO:0030334,GO:0030336,GO:0030424,GO:0030425,GO:0031175,GO:0031224,GO:0031226,GO:0031252,GO:0031256,GO:0031290,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031589,GO:0032501,GO:0032502,GO:0032879,GO:0032989,GO:0032990,GO:0033036,GO:0033554,GO:0034329,GO:0034330,GO:0034332,GO:0034333,GO:0034394,GO:0034599,GO:0034613,GO:0034614,GO:0034644,GO:0035150,GO:0035296,GO:0035335,GO:0036211,GO:0036477,GO:0038023,GO:0040011,GO:0040012,GO:0040013,GO:0042127,GO:0042221,GO:0042330,GO:0042493,GO:0042578,GO:0042802,GO:0042805,GO:0042995,GO:0043005,GO:0043010,GO:0043025,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044297,GO:0044422,GO:0044424,GO:0044425,GO:0044441,GO:0044444,GO:0044459,GO:0044463,GO:0044464,GO:0045216,GO:0045294,GO:0045295,GO:0045296,GO:0045765,GO:0045786,GO:0045892,GO:0045934,GO:0048041,GO:0048468,GO:0048471,GO:0048513,GO:0048519,GO:0048523,GO:0048592,GO:0048593,GO:0048646,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0048870,GO:0050678,GO:0050680,GO:0050789,GO:0050793,GO:0050794,GO:0050839,GO:0050880,GO:0050896,GO:0051093,GO:0051171,GO:0051172,GO:0051179,GO:0051239,GO:0051241,GO:0051252,GO:0051253,GO:0051270,GO:0051271,GO:0051393,GO:0051641,GO:0051674,GO:0051716,GO:0051726,GO:0060041,GO:0060042,GO:0060089,GO:0060255,GO:0061564,GO:0065007,GO:0065008,GO:0070097,GO:0070161,GO:0070727,GO:0070848,GO:0070887,GO:0071214,GO:0071310,GO:0071363,GO:0071478,GO:0071482,GO:0071495,GO:0071559,GO:0071560,GO:0071704,GO:0071840,GO:0071944,GO:0080090,GO:0090066,GO:0090596,GO:0097447,GO:0097458,GO:0097485,GO:0097730,GO:0097731,GO:0097733,GO:0097746,GO:0097755,GO:0098609,GO:0098742,GO:0104004,GO:0120025,GO:0120036,GO:0120038,GO:0120039,GO:0140096,GO:1901342,GO:1901343,GO:1901564,GO:1901700,GO:1901701,GO:1902679,GO:1903506,GO:1903507,GO:2000026,GO:2000112,GO:2000113,GO:2000145,GO:2000146,GO:2000181,GO:2001141","3.1.3.48","ko:K05693,ko:K06776,ko:K13297","ko04514,ko04520,map04514,map04520","-","-","-","ko00000,ko00001,ko01000,ko01009,ko04516","-","-","-","I-set,MAM,Y_phosphatase,fn3,ig"
"29","Pocillopora_acuta_HIv2___RNAseq.g19085.t1",6069.90203768671,-11.0481230041545,2.0886102257513,4.61308551202408e-16,2.22412229486388e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Pocillopora_acuta_HIv2___TS.g11360.t1",727.48293499131,-11.289081247624,1.83373701733755,4.95034924323213e-16,2.30973714368095e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Pocillopora_acuta_HIv2___RNAseq.g7803.t1",953.479854409614,15.0579469889864,3.61974780421182,5.74994399605745e-16,2.59897468621797e-13,"45351.EDO40555",2.65e-128,372,"KOG0527@1|root,KOG0527@2759|Eukaryota,3931A@33154|Opisthokonta,3BJ6K@33208|Metazoa","33208|Metazoa","K","DNA binding","SOX21","GO:0000122,GO:0000976,GO:0000977,GO:0000978,GO:0000981,GO:0000982,GO:0000987,GO:0001012,GO:0001067,GO:0001077,GO:0001228,GO:0001654,GO:0001942,GO:0002088,GO:0003002,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006351,GO:0006355,GO:0006357,GO:0006366,GO:0006725,GO:0006807,GO:0007275,GO:0007389,GO:0007423,GO:0008150,GO:0008152,GO:0008544,GO:0009058,GO:0009059,GO:0009888,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009953,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0022404,GO:0022405,GO:0030154,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0032501,GO:0032502,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0042303,GO:0042633,GO:0043010,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0043588,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0045944,GO:0046483,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048731,GO:0048856,GO:0048863,GO:0048869,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0060255,GO:0060429,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0098773,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1990837,GO:2000112,GO:2000113,GO:2001141","-","ko:K09267,ko:K16796","ko04390,ko04550,map04390,map04550","-","-","-","ko00000,ko00001,ko03000","-","-","-","HMG_box,SOXp"
"32","Pocillopora_acuta_HIv2___TS.g16008.t2",945.362231842888,15.0343277199068,3.62487264713676,6.07564309150005e-16,2.66297277804414e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Pocillopora_acuta_HIv2___RNAseq.g22978.t3b",946.258537376439,15.0577107662656,3.64561803202333,7.39273316433192e-16,3.14495566143814e-13,"45351.EDO40860",1.86e-234,684,"COG4805@1|root,2QUES@2759|Eukaryota,39R27@33154|Opisthokonta","33154|Opisthokonta","S","Bacterial protein of unknown function (DUF885)","-","-","-","-","-","-","-","-","-","-","-","-","DUF885"
"34","Pocillopora_acuta_HIv2___RNAseq.g2406.t1",916.583525243243,15.0064266145823,3.62371896783477,8.17944371593904e-16,3.38021354020978e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Pocillopora_acuta_HIv2___RNAseq.g8119.t1",933.904971969952,15.0416546061331,3.63087837891924,8.61938244023793e-16,3.4630763226556e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Pocillopora_acuta_HIv2___TS.g9414.t1",1170.47134434928,15.4251745387749,3.7869541579057,9.71413742665974e-16,3.79744010105963e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Pocillopora_acuta_HIv2___RNAseq.g21374.t1",755.981336839023,10.2527357794183,1.63480679667673,1.64263770821997e-15,6.25239784518253e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","Pocillopora_acuta_HIv2___RNAseq.g21000.t1",1227.75708253182,15.3794967604334,3.69854626417931,1.74863778356005e-15,6.48520433369553e-13,"45351.EDO37019",6.46e-63,220,"2CNGZ@1|root,2QW8I@2759|Eukaryota,39W5Y@33154|Opisthokonta,3BJC0@33208|Metazoa","33208|Metazoa","S","CUB and zona pellucida-like domain-containing protein","-","-","-","-","-","-","-","-","-","-","-","-","Zona_pellucida"
"39","Pocillopora_acuta_HIv2___RNAseq.g5252.t1",685.237729174062,11.5969262649098,1.94835156403564,1.8654799813674e-15,6.72210967089134e-13,"27923.ML35309a-PA",1.16e-70,234,"KOG0033@1|root,KOG0033@2759|Eukaryota,38FV7@33154|Opisthokonta,3BF3D@33208|Metazoa","33208|Metazoa","T","calmodulin-dependent protein kinase activity","CAMK2G","GO:0000003,GO:0000082,GO:0000165,GO:0000278,GO:0000902,GO:0000904,GO:0001505,GO:0001558,GO:0001666,GO:0001775,GO:0001932,GO:0001934,GO:0002026,GO:0002027,GO:0002028,GO:0002029,GO:0002030,GO:0002376,GO:0002790,GO:0002931,GO:0003008,GO:0003012,GO:0003013,GO:0003015,GO:0003254,GO:0003298,GO:0003300,GO:0003301,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004683,GO:0004721,GO:0004722,GO:0004723,GO:0005085,GO:0005088,GO:0005102,GO:0005488,GO:0005515,GO:0005516,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005739,GO:0005783,GO:0005819,GO:0005829,GO:0005856,GO:0005886,GO:0005911,GO:0005954,GO:0006355,GO:0006357,GO:0006464,GO:0006468,GO:0006470,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006816,GO:0006839,GO:0006873,GO:0006874,GO:0006875,GO:0006915,GO:0006928,GO:0006936,GO:0006937,GO:0006941,GO:0006942,GO:0006950,GO:0006952,GO:0006955,GO:0006979,GO:0006996,GO:0007005,GO:0007006,GO:0007049,GO:0007154,GO:0007165,GO:0007166,GO:0007186,GO:0007215,GO:0007223,GO:0007267,GO:0007268,GO:0007275,GO:0007338,GO:0007343,GO:0007346,GO:0007399,GO:0007507,GO:0007528,GO:0007610,GO:0007611,GO:0007613,GO:0007616,GO:0007617,GO:0007618,GO:0007619,GO:0008015,GO:0008016,GO:0008049,GO:0008092,GO:0008104,GO:0008150,GO:0008152,GO:0008200,GO:0008219,GO:0008277,GO:0008284,GO:0008582,GO:0008637,GO:0009306,GO:0009566,GO:0009628,GO:0009653,GO:0009719,GO:0009725,GO:0009888,GO:0009889,GO:0009893,GO:0009914,GO:0009931,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0010033,GO:0010035,GO:0010038,GO:0010243,GO:0010389,GO:0010468,GO:0010517,GO:0010518,GO:0010522,GO:0010556,GO:0010562,GO:0010564,GO:0010604,GO:0010611,GO:0010613,GO:0010628,GO:0010638,GO:0010646,GO:0010647,GO:0010648,GO:0010649,GO:0010660,GO:0010661,GO:0010662,GO:0010663,GO:0010665,GO:0010666,GO:0010720,GO:0010766,GO:0010769,GO:0010770,GO:0010817,GO:0010857,GO:0010880,GO:0010881,GO:0010882,GO:0010941,GO:0010942,GO:0010959,GO:0010975,GO:0010976,GO:0012501,GO:0012505,GO:0012506,GO:0014069,GO:0014704,GO:0014706,GO:0014733,GO:0014742,GO:0014743,GO:0014896,GO:0014897,GO:0014910,GO:0014911,GO:0015031,GO:0015630,GO:0015833,GO:0016020,GO:0016043,GO:0016049,GO:0016055,GO:0016247,GO:0016248,GO:0016301,GO:0016310,GO:0016311,GO:0016358,GO:0016528,GO:0016529,GO:0016740,GO:0016772,GO:0016773,GO:0016787,GO:0016788,GO:0016791,GO:0017016,GO:0017080,GO:0018105,GO:0018107,GO:0018193,GO:0018209,GO:0018210,GO:0019098,GO:0019219,GO:0019220,GO:0019221,GO:0019222,GO:0019538,GO:0019722,GO:0019725,GO:0019871,GO:0019899,GO:0019900,GO:0019901,GO:0019932,GO:0019953,GO:0022008,GO:0022401,GO:0022402,GO:0022414,GO:0022603,GO:0022604,GO:0022607,GO:0022898,GO:0023014,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0023058,GO:0023061,GO:0030001,GO:0030003,GO:0030004,GO:0030007,GO:0030029,GO:0030030,GO:0030048,GO:0030054,GO:0030072,GO:0030073,GO:0030139,GO:0030154,GO:0030182,GO:0030315,GO:0030334,GO:0030335,GO:0030424,GO:0030425,GO:0030659,GO:0030666,GO:0031056,GO:0031063,GO:0031090,GO:0031175,GO:0031267,GO:0031323,GO:0031325,GO:0031326,GO:0031344,GO:0031346,GO:0031399,GO:0031401,GO:0031410,GO:0031432,GO:0031503,GO:0031594,GO:0031974,GO:0031981,GO:0031982,GO:0032222,GO:0032268,GO:0032270,GO:0032279,GO:0032409,GO:0032410,GO:0032412,GO:0032413,GO:0032429,GO:0032430,GO:0032469,GO:0032501,GO:0032502,GO:0032504,GO:0032794,GO:0032838,GO:0032839,GO:0032870,GO:0032879,GO:0032880,GO:0032940,GO:0032970,GO:0032989,GO:0032990,GO:0032991,GO:0033036,GO:0033043,GO:0033044,GO:0033267,GO:0034097,GO:0034341,GO:0034762,GO:0034763,GO:0034765,GO:0034766,GO:0035020,GO:0035022,GO:0035051,GO:0035235,GO:0035254,GO:0035265,GO:0035556,GO:0035567,GO:0035637,GO:0036211,GO:0036293,GO:0036477,GO:0038166,GO:0040007,GO:0040008,GO:0040012,GO:0040017,GO:0040020,GO:0042127,GO:0042221,GO:0042325,GO:0042327,GO:0042383,GO:0042391,GO:0042578,GO:0042592,GO:0042692,GO:0042802,GO:0042803,GO:0042886,GO:0042981,GO:0042995,GO:0043005,GO:0043025,GO:0043065,GO:0043067,GO:0043068,GO:0043085,GO:0043170,GO:0043194,GO:0043204,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043269,GO:0043270,GO:0043271,GO:0043274,GO:0043408,GO:0043410,GO:0043412,GO:0043434,GO:0043502,GO:0043900,GO:0043933,GO:0044057,GO:0044085,GO:0044087,GO:0044092,GO:0044093,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044291,GO:0044297,GO:0044304,GO:0044325,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044430,GO:0044433,GO:0044444,GO:0044445,GO:0044446,GO:0044456,GO:0044459,GO:0044463,GO:0044464,GO:0044703,GO:0044770,GO:0044772,GO:0044843,GO:0045087,GO:0045184,GO:0045202,GO:0045211,GO:0045595,GO:0045597,GO:0045664,GO:0045666,GO:0045744,GO:0045787,GO:0045836,GO:0045937,GO:0046578,GO:0046579,GO:0046686,GO:0046777,GO:0046879,GO:0046902,GO:0046903,GO:0046928,GO:0046983,GO:0048167,GO:0048168,GO:0048169,GO:0048468,GO:0048471,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0048588,GO:0048589,GO:0048609,GO:0048638,GO:0048660,GO:0048661,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048738,GO:0048786,GO:0048812,GO:0048813,GO:0048814,GO:0048856,GO:0048858,GO:0048869,GO:0048878,GO:0050767,GO:0050769,GO:0050773,GO:0050775,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050801,GO:0050803,GO:0050804,GO:0050806,GO:0050807,GO:0050808,GO:0050848,GO:0050877,GO:0050885,GO:0050890,GO:0050896,GO:0050905,GO:0050998,GO:0051020,GO:0051046,GO:0051049,GO:0051050,GO:0051051,GO:0051056,GO:0051057,GO:0051090,GO:0051091,GO:0051092,GO:0051094,GO:0051128,GO:0051130,GO:0051146,GO:0051171,GO:0051173,GO:0051174,GO:0051179,GO:0051233,GO:0051234,GO:0051239,GO:0051240,GO:0051246,GO:0051247,GO:0051252,GO:0051259,GO:0051270,GO:0051272,GO:0051279,GO:0051282,GO:0051336,GO:0051345,GO:0051445,GO:0051446,GO:0051489,GO:0051588,GO:0051592,GO:0051641,GO:0051668,GO:0051704,GO:0051716,GO:0051726,GO:0051783,GO:0051785,GO:0051823,GO:0051924,GO:0051928,GO:0051960,GO:0051962,GO:0051963,GO:0055001,GO:0055002,GO:0055006,GO:0055007,GO:0055013,GO:0055017,GO:0055065,GO:0055067,GO:0055074,GO:0055075,GO:0055080,GO:0055082,GO:0055117,GO:0055119,GO:0060047,GO:0060048,GO:0060179,GO:0060191,GO:0060193,GO:0060255,GO:0060278,GO:0060284,GO:0060291,GO:0060314,GO:0060333,GO:0060341,GO:0060419,GO:0060466,GO:0060491,GO:0060537,GO:0060998,GO:0060999,GO:0061001,GO:0061003,GO:0061024,GO:0061049,GO:0061061,GO:0061337,GO:0065003,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070252,GO:0070372,GO:0070374,GO:0070482,GO:0070838,GO:0070887,GO:0071241,GO:0071248,GO:0071277,GO:0071310,GO:0071345,GO:0071346,GO:0071375,GO:0071417,GO:0071495,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0071944,GO:0072359,GO:0072375,GO:0072503,GO:0072507,GO:0072511,GO:0080090,GO:0086003,GO:0086004,GO:0086091,GO:0090068,GO:0090075,GO:0090128,GO:0090129,GO:0090257,GO:0090311,GO:0090427,GO:0090559,GO:0097060,GO:0097120,GO:0097447,GO:0097458,GO:0097708,GO:0098588,GO:0098590,GO:0098771,GO:0098772,GO:0098793,GO:0098794,GO:0098805,GO:0098900,GO:0098901,GO:0098909,GO:0098916,GO:0098953,GO:0098970,GO:0098984,GO:0098989,GO:0099004,GO:0099072,GO:0099106,GO:0099175,GO:0099177,GO:0099522,GO:0099524,GO:0099536,GO:0099537,GO:0099568,GO:0099572,GO:0099573,GO:0099628,GO:0120025,GO:0120032,GO:0120035,GO:0120036,GO:0120038,GO:0120039,GO:0120111,GO:0140096,GO:0198738,GO:1900006,GO:1901019,GO:1901077,GO:1901564,GO:1901652,GO:1901653,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1901725,GO:1901844,GO:1901897,GO:1901987,GO:1901990,GO:1902108,GO:1902275,GO:1902305,GO:1902306,GO:1902514,GO:1902531,GO:1902533,GO:1902749,GO:1903047,GO:1903076,GO:1903115,GO:1903169,GO:1903506,GO:1903522,GO:1903530,GO:1903779,GO:1903827,GO:1904062,GO:1904063,GO:1904115,GO:1904375,GO:1904385,GO:1904396,GO:1905114,GO:1905475,GO:1990776,GO:2000026,GO:2000112,GO:2000145,GO:2000147,GO:2000241,GO:2000243,GO:2000649,GO:2000650,GO:2001141,GO:2001233,GO:2001235,GO:2001257","2.7.11.17","ko:K04515","ko04012,ko04020,ko04024,ko04066,ko04114,ko04217,ko04261,ko04310,ko04360,ko04713,ko04720,ko04722,ko04725,ko04728,ko04740,ko04745,ko04750,ko04911,ko04912,ko04916,ko04921,ko04922,ko04925,ko04934,ko04971,ko05031,ko05152,ko05200,ko05205,ko05214,map04012,map04020,map04024,map04066,map04114,map04217,map04261,map04310,map04360,map04713,map04720,map04722,map04725,map04728,map04740,map04745,map04750,map04911,map04912,map04916,map04921,map04922,map04925,map04934,map04971,map05031,map05152,map05200,map05205,map05214","-","-","-","ko00000,ko00001,ko01000,ko01001","-","-","-","CaMKII_AD,Pkinase"
"40","Pocillopora_acuta_HIv2___RNAseq.g22853.t1",8612.30390232864,11.1479439185155,2.14634834160287,1.90546526898883e-15,6.72210967089134e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Pocillopora_acuta_HIv2___RNAseq.g17117.t1",1037.72978148286,14.9703947128071,3.6198624001064,2.20161878626952e-15,7.58195574395293e-13,"45351.EDO39440",0,972,"COG0369@1|root,KOG1158@2759|Eukaryota,38GQ3@33154|Opisthokonta,3BE0N@33208|Metazoa","33208|Metazoa","C","nitric-oxide synthase activity","-","-","1.14.13.39","ko:K13240","ko00220,ko00330,ko01100,ko01110,ko04020,ko04145,ko04371,ko04713,ko04730,ko04926,ko04970,ko05010,ko05014,map00220,map00330,map01100,map01110,map04020,map04145,map04371,map04713,map04730,map04926,map04970,map05010,map05014","-","R00111,R00557,R00558","RC00177,RC00330,RC01044,RC02757","ko00000,ko00001,ko01000","-","-","-","FAD_binding_1,Flavodoxin_1,NAD_binding_1,NO_synthase"
"42","Pocillopora_acuta_HIv2___TS.g16802.t1",3444.71837581509,10.752975556763,2.00020202877161,2.39917921208103e-15,7.93495143278663e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
