"","hit_name","NonDE_Oral","DE_Oral","Background","p_value_Oral","padj_Oral","DE_ratio_Oral","Background_ratio_Oral","enrichment_ratio_Oral","NonDE_Aboral","DE_Aboral","p_value_Aboral","padj_Aboral","DE_ratio_Aboral","Background_ratio_Aboral","enrichment_ratio_Aboral","nonDE_Oral","nonDE_Aboral"
"594","AMP-binding enzyme",20,2,22,0.526062538727244,0.619467277596737,0.00235849056603774,0.00204252158573949,1.15469554030875,21,1,0.54370173633614,0.594735112309929,0.0026525198938992,0.00204252158573949,1.29864962623583,19,19
"595","Leucine-rich repeat",20,2,22,0.526062538727244,0.619467277596737,0.00235849056603774,0.00204252158573949,1.15469554030875,NA,0,NA,1,0,NA,0,20,20
"596","Phorbol esters/diacylglycerol binding domain (C1 domain)",20,2,22,0.526062538727244,0.619467277596737,0.00235849056603774,0.00204252158573949,1.15469554030875,21,1,0.54370173633614,0.594735112309929,0.0026525198938992,0.00204252158573949,1.29864962623583,19,19
"597","Ras of Complex, Roc, domain of DAPkinase",20,2,22,0.526062538727244,0.619467277596737,0.00235849056603774,0.00204252158573949,1.15469554030875,21,1,0.54370173633614,0.594735112309929,0.0026525198938992,0.00204252158573949,1.29864962623583,19,19
"598","Zinc finger, C3HC4 type (RING finger)",80,7,87,0.533442429624943,0.627107070278152,0.00825471698113208,0.00807724445269706,1.0219719149859,83,4,0.363042527799303,0.450827401324544,0.0106100795755968,0.00807724445269706,1.31357663343395,76,76
"599","Cytochrome P450",33,3,36,0.54707846712116,0.64206371016056,0.0035377358490566,0.00334230804939189,1.05847091194969,NA,0,NA,1,0,NA,0,33,33
"600","D-galactoside/L-rhamnose binding SUEL lectin domain",9,1,10,0.559734655095999,0.646130480348912,0.00117924528301887,0.000928418902608857,1.27016509433962,NA,0,NA,1,0,NA,0,9,9
"601","DnaJ C terminal domain",9,1,10,0.559734655095999,0.646130480348912,0.00117924528301887,0.000928418902608857,1.27016509433962,NA,0,NA,1,0,NA,0,9,9
"602","ERAP1-like C-terminal domain",9,1,10,0.559734655095999,0.646130480348912,0.00117924528301887,0.000928418902608857,1.27016509433962,NA,0,NA,1,0,NA,0,9,9
"603","Laminin EGF domain",9,1,10,0.559734655095999,0.646130480348912,0.00117924528301887,0.000928418902608857,1.27016509433962,9,1,0.299834003617058,0.388246594427217,0.0026525198938992,0.000928418902608857,2.85702917771883,8,8
"604","Pleckstrin homology domain",9,1,10,0.559734655095999,0.646130480348912,0.00117924528301887,0.000928418902608857,1.27016509433962,NA,0,NA,1,0,NA,0,9,9
"605","RUN domain",9,1,10,0.559734655095999,0.646130480348912,0.00117924528301887,0.000928418902608857,1.27016509433962,NA,0,NA,1,0,NA,0,9,9
"606","SPFH domain / Band 7 family",9,1,10,0.559734655095999,0.646130480348912,0.00117924528301887,0.000928418902608857,1.27016509433962,NA,0,NA,1,0,NA,0,9,9
"607","Teneurin EGF domain",9,1,10,0.559734655095999,0.646130480348912,0.00117924528301887,0.000928418902608857,1.27016509433962,6,4,0.00026232562575202,0.00227099041722463,0.0106100795755968,0.000928418902608857,11.4281167108753,5,5
"608","UBX domain",9,1,10,0.559734655095999,0.646130480348912,0.00117924528301887,0.000928418902608857,1.27016509433962,NA,0,NA,1,0,NA,0,9,9
"609","Universal stress protein family",9,1,10,0.559734655095999,0.646130480348912,0.00117924528301887,0.000928418902608857,1.27016509433962,NA,0,NA,1,0,NA,0,9,9
"610","Immunoglobulin domain",131,11,142,0.567979956210581,0.654573621665637,0.0129716981132075,0.0131835484170458,0.983930706882806,114,28,5.78232078927347e-14,8.76021599574931e-12,0.0742705570291777,0.0131835484170458,5.63357866029066,103,103
"611","Calponin homology (CH) domain",35,3,38,0.5844905926371,0.672070405041316,0.0035377358490566,0.00352799182991366,1.00276191658391,36,2,0.386029499202842,0.457911900953254,0.00530503978779841,0.00352799182991366,1.50369956722044,33,33
"612","Foie gras liver health family 1",10,1,11,0.594428922587737,0.672070405041316,0.00117924528301887,0.00102126079286974,1.15469554030875,NA,0,NA,1,0,NA,0,10,10
"613","Hsp70 protein",10,1,11,0.594428922587737,0.672070405041316,0.00117924528301887,0.00102126079286974,1.15469554030875,NA,0,NA,1,0,NA,0,10,10
"614","KH domain",23,2,25,0.596546134773515,0.672070405041316,0.00235849056603774,0.00232104725652214,1.0161320754717,NA,0,NA,1,0,NA,0,23,23
"615","Laminin/attractin EGF domain",10,1,11,0.594428922587737,0.672070405041316,0.00117924528301887,0.00102126079286974,1.15469554030875,10,1,0.324363562267404,0.411222424129805,0.0026525198938992,0.00102126079286974,2.59729925247167,9,9
"616","NHL repeat",10,1,11,0.594428922587737,0.672070405041316,0.00117924528301887,0.00102126079286974,1.15469554030875,NA,0,NA,1,0,NA,0,10,10
"617","Peptidase M1 N-terminal domain",10,1,11,0.594428922587737,0.672070405041316,0.00117924528301887,0.00102126079286974,1.15469554030875,NA,0,NA,1,0,NA,0,10,10
"618","Ras association (RalGDS/AF-6) domain",10,1,11,0.594428922587737,0.672070405041316,0.00117924528301887,0.00102126079286974,1.15469554030875,NA,0,NA,1,0,NA,0,10,10
"619","RasGEF domain",10,1,11,0.594428922587737,0.672070405041316,0.00117924528301887,0.00102126079286974,1.15469554030875,NA,0,NA,1,0,NA,0,10,10
"620","Reprolysin (M12B) family zinc metalloprotease",10,1,11,0.594428922587737,0.672070405041316,0.00117924528301887,0.00102126079286974,1.15469554030875,NA,0,NA,1,0,NA,0,10,10
"621","Reprolysin family propeptide",10,1,11,0.594428922587737,0.672070405041316,0.00117924528301887,0.00102126079286974,1.15469554030875,NA,0,NA,1,0,NA,0,10,10
"622","SNF2-related domain",23,2,25,0.596546134773515,0.672070405041316,0.00235849056603774,0.00232104725652214,1.0161320754717,NA,0,NA,1,0,NA,0,23,23
"623","Thioredoxin",23,2,25,0.596546134773515,0.672070405041316,0.00235849056603774,0.00232104725652214,1.0161320754717,NA,0,NA,1,0,NA,0,23,23
"624","UDP-glucoronosyl and UDP-glucosyl transferase",10,1,11,0.594428922587737,0.672070405041316,0.00117924528301887,0.00102126079286974,1.15469554030875,NA,0,NA,1,0,NA,0,10,10
"625","GPCR proteolysis site, GPS, motif",36,3,39,0.602441034453702,0.677625675553524,0.0035377358490566,0.00362083372017454,0.97705007256894,38,1,0.751426715595692,0.793318100437264,0.0026525198938992,0.00362083372017454,0.73257158403047,35,35
"626","Sugar (and other) transporter",24,2,26,0.618224168678018,0.694267716582503,0.00235849056603774,0.00241388914678303,0.97705007256894,24,2,0.230500506076302,0.324844899261021,0.00530503978779841,0.00241388914678303,2.19771475209141,22,22
"627","Tetratricopeptide repeat",112,9,121,0.620182217660126,0.695355819800747,0.0106132075471698,0.0112338687215672,0.944750896616248,118,3,0.801138554878218,0.822864346196949,0.00795755968169761,0.0112338687215672,0.708354341583182,109,109
"628","Acyl-CoA dehydrogenase, middle domain",11,1,12,0.626392145045506,0.695661418589243,0.00117924528301887,0.00111410268313063,1.05847091194969,NA,0,NA,1,0,NA,0,11,11
"629","Aminotransferase class-V",11,1,12,0.626392145045506,0.695661418589243,0.00117924528301887,0.00111410268313063,1.05847091194969,NA,0,NA,1,0,NA,0,11,11
"630","MyTH4 domain",11,1,12,0.626392145045506,0.695661418589243,0.00117924528301887,0.00111410268313063,1.05847091194969,NA,0,NA,1,0,NA,0,11,11
"631","PAS domain",11,1,12,0.626392145045506,0.695661418589243,0.00117924528301887,0.00111410268313063,1.05847091194969,NA,0,NA,1,0,NA,0,11,11
"632","TCP-1/cpn60 chaperonin family",11,1,12,0.626392145045506,0.695661418589243,0.00117924528301887,0.00111410268313063,1.05847091194969,NA,0,NA,1,0,NA,0,11,11
"633","ZU5 domain",11,1,12,0.626392145045506,0.695661418589243,0.00117924528301887,0.00111410268313063,1.05847091194969,NA,0,NA,1,0,NA,0,11,11
"634","AIG1 family",12,1,13,0.655839069573939,0.712604120418051,0.00117924528301887,0.00120694457339151,0.97705007256894,NA,0,NA,1,0,NA,0,12,12
"635","Adenylate and Guanylate cyclase catalytic domain",12,1,13,0.655839069573939,0.712604120418051,0.00117924528301887,0.00120694457339151,0.97705007256894,NA,0,NA,1,0,NA,0,12,12
"636","Aldehyde dehydrogenase family",12,1,13,0.655839069573939,0.712604120418051,0.00117924528301887,0.00120694457339151,0.97705007256894,NA,0,NA,1,0,NA,0,12,12
"637","Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)",12,1,13,0.655839069573939,0.712604120418051,0.00117924528301887,0.00120694457339151,0.97705007256894,NA,0,NA,1,0,NA,0,12,12
"638","Double-stranded RNA binding motif",12,1,13,0.655839069573939,0.712604120418051,0.00117924528301887,0.00120694457339151,0.97705007256894,NA,0,NA,1,0,NA,0,12,12
"639","Eukaryotic-type carbonic anhydrase",12,1,13,0.655839069573939,0.712604120418051,0.00117924528301887,0.00120694457339151,0.97705007256894,11,2,0.0738947381538982,0.159929326147365,0.00530503978779841,0.00120694457339151,4.39542950418282,10,10
"640","IBR domain, a half RING-finger domain",12,1,13,0.655839069573939,0.712604120418051,0.00117924528301887,0.00120694457339151,0.97705007256894,NA,0,NA,1,0,NA,0,12,12
"641","NUDIX domain",12,1,13,0.655839069573939,0.712604120418051,0.00117924528301887,0.00120694457339151,0.97705007256894,NA,0,NA,1,0,NA,0,12,12
"642","PAN domain",12,1,13,0.655839069573939,0.712604120418051,0.00117924528301887,0.00120694457339151,0.97705007256894,NA,0,NA,1,0,NA,0,12,12
"643","PHR domain",12,1,13,0.655839069573939,0.712604120418051,0.00117924528301887,0.00120694457339151,0.97705007256894,11,2,0.0738947381538982,0.159929326147365,0.00530503978779841,0.00120694457339151,4.39542950418282,10,10
"644","Peptidase family M1 domain",12,1,13,0.655839069573939,0.712604120418051,0.00117924528301887,0.00120694457339151,0.97705007256894,NA,0,NA,1,0,NA,0,12,12
"645","Phosphatidylinositol 3- and 4-kinase",12,1,13,0.655839069573939,0.712604120418051,0.00117924528301887,0.00120694457339151,0.97705007256894,NA,0,NA,1,0,NA,0,12,12
"646","SAP domain",12,1,13,0.655839069573939,0.712604120418051,0.00117924528301887,0.00120694457339151,0.97705007256894,NA,0,NA,1,0,NA,0,12,12
"647","UPA domain",12,1,13,0.655839069573939,0.712604120418051,0.00117924528301887,0.00120694457339151,0.97705007256894,NA,0,NA,1,0,NA,0,12,12
"648","Methyltransferase domain",26,2,28,0.658864802191219,0.714786969043869,0.00235849056603774,0.0025995729273048,0.907260781671159,NA,0,NA,1,0,NA,0,26,26
"649","Integrase core domain",40,3,43,0.668982302493453,0.724644928586899,0.0035377358490566,0.00399220128121809,0.886161693725318,42,1,0.784561475612322,0.816914526153036,0.0026525198938992,0.00399220128121809,0.66442539016717,39,39
"650","AMP-binding enzyme C-terminal domain",13,1,14,0.682967575709029,0.72967508468609,0.00117924528301887,0.0012997864636524,0.907260781671159,13,1,0.392927703788271,0.457911900953254,0.0026525198938992,0.0012997864636524,2.04073512694202,12,12
"651","Aldo/keto reductase family",13,1,14,0.682967575709029,0.72967508468609,0.00117924528301887,0.0012997864636524,0.907260781671159,NA,0,NA,1,0,NA,0,13,13
"652","BRCA1 C Terminus (BRCT) domain",13,1,14,0.682967575709029,0.72967508468609,0.00117924528301887,0.0012997864636524,0.907260781671159,NA,0,NA,1,0,NA,0,13,13
"653","Diacylglycerol kinase accessory domain",13,1,14,0.682967575709029,0.72967508468609,0.00117924528301887,0.0012997864636524,0.907260781671159,13,1,0.392927703788271,0.457911900953254,0.0026525198938992,0.0012997864636524,2.04073512694202,12,12
"654","Ets-domain",13,1,14,0.682967575709029,0.72967508468609,0.00117924528301887,0.0012997864636524,0.907260781671159,13,1,0.392927703788271,0.457911900953254,0.0026525198938992,0.0012997864636524,2.04073512694202,12,12
"655","Family of unknown function (DUF5641)",13,1,14,0.682967575709029,0.72967508468609,0.00117924528301887,0.0012997864636524,0.907260781671159,NA,0,NA,1,0,NA,0,13,13
"656","Forkhead domain",13,1,14,0.682967575709029,0.72967508468609,0.00117924528301887,0.0012997864636524,0.907260781671159,11,3,0.0116153988735335,0.0576961616177155,0.00795755968169761,0.0012997864636524,6.12220538082607,10,10
"657","RNase H-like domain found in reverse transcriptase",13,1,14,0.682967575709029,0.72967508468609,0.00117924528301887,0.0012997864636524,0.907260781671159,13,1,0.392927703788271,0.457911900953254,0.0026525198938992,0.0012997864636524,2.04073512694202,12,12
"658","Sterol-sensing domain of SREBP cleavage-activation",13,1,14,0.682967575709029,0.72967508468609,0.00117924528301887,0.0012997864636524,0.907260781671159,13,1,0.392927703788271,0.457911900953254,0.0026525198938992,0.0012997864636524,2.04073512694202,12,12
"659","Ring finger domain",42,3,45,0.699048313980663,0.745722253002134,0.0035377358490566,0.00417788506173986,0.846776729559748,44,1,0.799437849012106,0.822864346196949,0.0026525198938992,0.00417788506173986,0.634895372826407,41,41
"660","Gamma-glutamyltranspeptidase",14,1,15,0.70795999885663,0.754084665448805,0.00117924528301887,0.00139262835391329,0.846776729559748,13,2,0.0950632825364802,0.190797491309706,0.00530503978779841,0.00139262835391329,3.80937223695844,12,12
"661","Protein-tyrosine phosphatase",29,2,31,0.713223829301634,0.758542136155898,0.00235849056603774,0.00287809859808746,0.819461351186853,25,6,0.000618797947117265,0.00493409942043503,0.0159151193633952,0.00287809859808746,5.52973389235903,23,23
"662","ABC transporter transmembrane region",15,1,16,0.730984350006647,0.773918671769085,0.00117924528301887,0.00148547024417417,0.793853183962264,NA,0,NA,1,0,NA,0,15,15
"663","Macro domain",15,1,16,0.730984350006647,0.773918671769085,0.00117924528301887,0.00148547024417417,0.793853183962264,NA,0,NA,1,0,NA,0,15,15
"664","SAM domain (Sterile alpha motif)",58,4,62,0.730019368593798,0.773918671769085,0.00471698113207547,0.00575619719617491,0.819461351186853,59,3,0.370156357792874,0.451313091656996,0.00795755968169761,0.00575619719617491,1.38243347308976,55,55
"665","RhoGAP domain",31,2,33,0.745282296927322,0.78786985675174,0.00235849056603774,0.00306378237860923,0.769797026872499,NA,0,NA,1,0,NA,0,31,31
"666","Caspase domain",16,1,17,0.752195439843408,0.790423608684478,0.00117924528301887,0.00157831213443506,0.747155937846837,NA,0,NA,1,0,NA,0,16,16
"667","Caspase recruitment domain",16,1,17,0.752195439843408,0.790423608684478,0.00117924528301887,0.00157831213443506,0.747155937846837,NA,0,NA,1,0,NA,0,16,16
"668","Chromo (CHRromatin Organisation MOdifier) domain",16,1,17,0.752195439843408,0.790423608684478,0.00117924528301887,0.00157831213443506,0.747155937846837,NA,0,NA,1,0,NA,0,16,16
"669","Transposase IS4",16,1,17,0.752195439843408,0.790423608684478,0.00117924528301887,0.00157831213443506,0.747155937846837,NA,0,NA,1,0,NA,0,16,16
"670","PX domain",32,2,34,0.760127163249534,0.797566262334958,0.00235849056603774,0.00315662426887011,0.747155937846837,NA,0,NA,1,0,NA,0,32,32
"671","Actin",17,1,18,0.77173591473766,0.808540012012779,0.00117924528301887,0.00167115402469594,0.705647274633124,17,1,0.473672146376852,0.537538053753507,0.0026525198938992,0.00167115402469594,1.58723843206602,16,16
"672","Ubiquitin-conjugating enzyme",33,2,35,0.774216758489336,0.809932114907742,0.00235849056603774,0.003249466159131,0.725808625336927,NA,0,NA,1,0,NA,0,33,33
"673","Diacylglycerol kinase catalytic domain",18,1,19,0.789737211520182,0.82494095051811,0.00117924528301887,0.00176399591495683,0.668507944389275,18,1,0.492125192114407,0.556395273174125,0.0026525198938992,0.00176399591495683,1.50369956722044,17,17
"674","ABC transporter",35,2,37,0.800237616173036,0.834669204999473,0.00235849056603774,0.00343514993965277,0.686575726670066,36,1,0.733000066622506,0.776570000652515,0.0026525198938992,0.00343514993965277,0.772170048032117,34,34
"675","Bromodomain",19,1,20,0.806320437397311,0.838525543624718,0.00117924528301887,0.00185683780521771,0.635082547169811,NA,0,NA,1,0,NA,0,19,19
"676","UBA-like domain",19,1,20,0.806320437397311,0.838525543624718,0.00117924528301887,0.00185683780521771,0.635082547169811,NA,0,NA,1,0,NA,0,19,19
"677","Helicase conserved C-terminal domain",80,5,85,0.809457348274825,0.840544336539441,0.00589622641509434,0.00789156067217528,0.747155937846837,NA,0,NA,1,0,NA,0,80,80
"678","Kazal-type serine protease inhibitor domain",20,1,21,0.821597180871135,0.851892062171693,0.00117924528301887,0.0019496796954786,0.604840521114106,15,6,6.13365126677728e-05,0.000663748690654828,0.0159151193633952,0.0019496796954786,8.16294050776809,14,14
"679","Astacin (Peptidase family M12A)",21,1,22,0.835670259068463,0.863935576654602,0.00117924528301887,0.00204252158573949,0.577347770154374,18,4,0.00655143044394669,0.0360924259002881,0.0106100795755968,0.00204252158573949,5.19459850494333,17,17
"680","Cupin-like domain",21,1,22,0.835670259068463,0.863935576654602,0.00117924528301887,0.00204252158573949,0.577347770154374,21,1,0.54370173633614,0.594735112309929,0.0026525198938992,0.00204252158573949,1.29864962623583,20,20
"681","Laminin G domain",22,1,23,0.848634406459843,0.876049908577488,0.00117924528301887,0.00213536347600037,0.55224569319114,20,3,0.0448527425038607,0.131945446394852,0.00795755968169761,0.00213536347600037,3.72655979702456,19,19
"682","DDE superfamily endonuclease",24,1,25,0.871578191842922,0.894480976446094,0.00117924528301887,0.00232104725652214,0.508066037735849,24,1,0.590052969029594,0.643115286388371,0.0026525198938992,0.00232104725652214,1.14281167108753,23,23
"683","Rab-GTPase-TBC domain",24,1,25,0.871578191842922,0.894480976446094,0.00117924528301887,0.00232104725652214,0.508066037735849,NA,0,NA,1,0,NA,0,24,24
"684","Sulfatase",24,1,25,0.871578191842922,0.894480976446094,0.00117924528301887,0.00232104725652214,0.508066037735849,23,2,0.217463695461988,0.312609904595959,0.00530503978779841,0.00232104725652214,2.28562334217507,22,22
"685","short chain dehydrogenase",42,2,44,0.871510074054576,0.894480976446094,0.00235849056603774,0.00408504317147897,0.577347770154374,43,1,0.79213234843989,0.821972950607146,0.0026525198938992,0.00408504317147897,0.649324813117916,41,41
"686","F-box-like",43,2,45,0.879531551267316,0.901327522654407,0.00235849056603774,0.00417788506173986,0.564517819706499,42,3,0.207971790463457,0.305900254904988,0.00795755968169761,0.00417788506173986,1.90468611847922,40,40
"687","Immunoglobulin I-set domain",91,5,96,0.883357556557609,0.903930658311498,0.00589622641509434,0.00891282146504503,0.661544319968554,77,19,6.58782089689739e-10,4.99027432939977e-08,0.0503978779840849,0.00891282146504503,5.65453691423519,72,72
"688","Ubiquitin family",26,1,27,0.89104766452861,0.910474575819205,0.00117924528301887,0.00250673103704391,0.470431516422082,NA,0,NA,1,0,NA,0,26,26
"689","DEAD/DEAH box helicase",79,4,83,0.90094252780421,0.916588418301534,0.00471698113207547,0.00770587689165351,0.612127756308252,NA,0,NA,1,0,NA,0,79,79
"690","THAP domain",27,1,28,0.899647029800366,0.916588418301534,0.00117924528301887,0.0025995729273048,0.45363039083558,NA,0,NA,1,0,NA,0,27,27
"691","WD domain, G-beta repeat",94,5,99,0.89866632009492,0.916588418301534,0.00589622641509434,0.00919134713582768,0.641497522393749,NA,0,NA,1,0,NA,0,94,94
"692","LIM domain",28,1,29,0.907568403599983,0.921995068975127,0.00117924528301887,0.00269241481756569,0.437987963565387,26,3,0.079511102565513,0.170864284236528,0.00795755968169761,0.00269241481756569,2.95554742522638,25,25
"693","FHA domain",30,1,31,0.921586560440039,0.933537971166207,0.00117924528301887,0.00287809859808746,0.409730675593427,NA,0,NA,1,0,NA,0,30,30
"694","WW domain",30,1,31,0.921586560440039,0.933537971166207,0.00117924528301887,0.00287809859808746,0.409730675593427,NA,0,NA,1,0,NA,0,30,30
"695","SH3 domain",50,2,52,0.92392024578287,0.934555298971738,0.00235849056603774,0.00482777829356606,0.48852503628447,51,1,0.843885892207647,0.860934092050225,0.0026525198938992,0.00482777829356606,0.549428688022852,49,49
"696","DnaJ domain",39,1,40,0.962607536499205,0.970893971533631,0.00117924528301887,0.00371367561043543,0.317541273584906,NA,0,NA,1,0,NA,0,39,39
"697","Variant SH3 domain",39,1,40,0.962607536499205,0.970893971533631,0.00117924528301887,0.00371367561043543,0.317541273584906,39,1,0.760158743942731,0.799750345189748,0.0026525198938992,0.00371367561043543,0.714257294429708,38,38
"698","PDZ domain",62,2,64,0.966349736618924,0.973272012669203,0.00235849056603774,0.00594188097669669,0.396926591981132,63,1,0.898434139690968,0.910453325506231,0.0026525198938992,0.00594188097669669,0.446410809018568,61,61
"699","Ras family",89,3,92,0.979510920460172,0.985116133166668,0.0035377358490566,0.00854145390400149,0.414184269893355,91,1,0.962820997107328,0.969218478815683,0.0026525198938992,0.00854145390400149,0.310546649752047,88,88
"700","PH domain",91,3,94,0.981958464076492,0.986166857493962,0.0035377358490566,0.00872713768452326,0.405371838619029,90,4,0.418863054024008,0.484410325836925,0.0106100795755968,0.00872713768452326,1.21575709690163,87,87
"701","Protein kinase domain",192,8,200,0.991119242428608,0.993946972078904,0.00943396226415094,0.0185683780521771,0.508066037735849,197,3,0.973301010278116,0.973301010278116,0.00795755968169761,0.0185683780521771,0.428554376657825,189,189
"702","RNA recognition motif",107,3,110,0.99363558417145,0.995051019476537,0.0035377358490566,0.0102126079286974,0.346408662092624,108,2,0.902083684490378,0.911104521335282,0.00530503978779841,0.0102126079286974,0.519459850494333,105,105
"703","Protein tyrosine and serine/threonine kinase",114,3,117,0.996013130692577,0.996013130692577,0.0035377358490566,0.0108625011605236,0.32568335752298,112,5,0.390125093131639,0.457911900953254,0.013262599469496,0.0108625011605236,1.22095264005078,109,109
"704","Fibrillar collagen C-terminal domain",NA,0,14,NA,1,0,NA,0,6,8,5.22774620222845e-09,2.26286728467889e-07,0.0212201591511936,0.0012997864636524,16.3258810155362,6,6
"705","Macroglobulin domain MG4",NA,0,4,NA,1,0,NA,0,0,4,1.47791654848498e-06,3.44468241685346e-05,0.0106100795755968,0.000371367561043543,28.5702917771883,0,0
"706","A-macroglobulin TED domain",NA,0,5,NA,1,0,NA,0,1,4,7.18478553890123e-06,0.000103666191347003,0.0106100795755968,0.000464209451304429,22.8562334217507,1,1
"707","A-macroglobulin receptor binding domain",NA,0,5,NA,1,0,NA,0,1,4,7.18478553890123e-06,0.000103666191347003,0.0106100795755968,0.000464209451304429,22.8562334217507,1,1
"708","Alpha-2-macroglobulin bait region domain",NA,0,5,NA,1,0,NA,0,1,4,7.18478553890123e-06,0.000103666191347003,0.0106100795755968,0.000464209451304429,22.8562334217507,1,1
"709","Alpha-2-macroglobulin family",NA,0,5,NA,1,0,NA,0,1,4,7.18478553890123e-06,0.000103666191347003,0.0106100795755968,0.000464209451304429,22.8562334217507,1,1
"710","MG2 domain",NA,0,5,NA,1,0,NA,0,1,4,7.18478553890123e-06,0.000103666191347003,0.0106100795755968,0.000464209451304429,22.8562334217507,1,1
"711","Macroglobulin domain MG3",NA,0,5,NA,1,0,NA,0,1,4,7.18478553890123e-06,0.000103666191347003,0.0106100795755968,0.000464209451304429,22.8562334217507,1,1
"712","Secreted protein acidic and rich in cysteine Ca binding region",NA,0,5,NA,1,0,NA,0,1,4,7.18478553890123e-06,0.000103666191347003,0.0106100795755968,0.000464209451304429,22.8562334217507,1,1
"713","WAP-type (Whey Acidic Protein) 'four-disulfide core'",NA,0,10,NA,1,0,NA,0,5,5,1.11511621432529e-05,0.000153581914972983,0.013262599469496,0.000928418902608857,14.2851458885942,5,5
"714","Macroglobulin domain MG1",NA,0,3,NA,1,0,NA,0,0,3,4.25513513210863e-05,0.000515722378011566,0.00795755968169761,0.000278525670782657,28.5702917771883,0,0
"715","Polysaccharide deacetylase",NA,0,3,NA,1,0,NA,0,0,3,4.25513513210863e-05,0.000515722378011566,0.00795755968169761,0.000278525670782657,28.5702917771883,0,0
"716","Tissue inhibitor of metalloproteinase",NA,0,8,NA,1,0,NA,0,4,4,9.24711814742961e-05,0.00093395893289039,0.0106100795755968,0.000742735122087086,14.2851458885942,4,4
"717","Lipoprotein amino terminal region",NA,0,4,NA,1,0,NA,0,1,3,0.00016577165563889,0.00152208520177526,0.00795755968169761,0.000371367561043543,21.4277188328912,1,1
"718","Spondin-like TSP1 domain",NA,0,4,NA,1,0,NA,0,1,3,0.00016577165563889,0.00152208520177526,0.00795755968169761,0.000371367561043543,21.4277188328912,1,1
"719","Thyroglobulin type-1 repeat",NA,0,10,NA,1,0,NA,0,6,4,0.00026232562575202,0.00227099041722463,0.0106100795755968,0.000928418902608857,11.4281167108753,6,6
"720","C-terminal tandem repeated domain in type 4 procollagen",NA,0,2,NA,1,0,NA,0,0,2,0.00122196133967141,0.00903059233952285,0.00530503978779841,0.000185683780521771,28.5702917771883,0,0
"721","Gamma interferon inducible lysosomal thiol reductase (GILT)",NA,0,2,NA,1,0,NA,0,0,2,0.00122196133967141,0.00903059233952285,0.00530503978779841,0.000185683780521771,28.5702917771883,0,0
"722","BRICHOS domain",NA,0,7,NA,1,0,NA,0,4,3,0.0013404442480396,0.00944545598037208,0.00795755968169761,0.0006498932318262,12.2444107616521,4,4
"723","Papain family cysteine protease",NA,0,15,NA,1,0,NA,0,11,4,0.00148349929738416,0.0102159156160773,0.0106100795755968,0.00139262835391329,7.61874447391689,11,11
"724","Fz domain",NA,0,25,NA,1,0,NA,0,20,5,0.00152330256092054,0.0102569039101983,0.013262599469496,0.00232104725652214,5.71405835543767,20,20
"725","Chitin synthase",NA,0,3,NA,1,0,NA,0,1,2,0.00358078131637205,0.0208649372857833,0.00530503978779841,0.000278525670782657,19.0468611847922,1,1
"726","Hemopexin",NA,0,3,NA,1,0,NA,0,1,2,0.00358078131637205,0.0208649372857833,0.00530503978779841,0.000278525670782657,19.0468611847922,1,1
"727","Putative peptidoglycan binding domain",NA,0,3,NA,1,0,NA,0,1,2,0.00358078131637205,0.0208649372857833,0.00530503978779841,0.000278525670782657,19.0468611847922,1,1
"728","Vitellinogen, open beta-sheet",NA,0,3,NA,1,0,NA,0,1,2,0.00358078131637205,0.0208649372857833,0.00530503978779841,0.000278525670782657,19.0468611847922,1,1
"729","Interferon-inducible GTPase (IIGP)",NA,0,4,NA,1,0,NA,0,2,2,0.00699579097710522,0.0371881520361909,0.00530503978779841,0.000371367561043543,14.2851458885942,2,2
"730","Fibrinogen beta and gamma chains, C-terminal globular domain",NA,0,5,NA,1,0,NA,0,3,2,0.0113905503213161,0.0576961616177155,0.00530503978779841,0.000464209451304429,11.4281167108753,3,3
"731","von Willebrand factor type C domain",NA,0,5,NA,1,0,NA,0,3,2,0.0113905503213161,0.0576961616177155,0.00530503978779841,0.000464209451304429,11.4281167108753,3,3
"732","Low-density lipoprotein receptor domain class A",NA,0,17,NA,1,0,NA,0,14,3,0.0200813418072182,0.096581691549002,0.00795755968169761,0.00157831213443506,5.04181619597441,14,14
"733","Amino acid permease N-terminal",NA,0,1,NA,1,0,NA,0,0,1,0.0350013926283538,0.107125474407992,0.0026525198938992,9.28418902608857e-05,28.5702917771883,0,0
"734","Cystine-knot domain",NA,0,1,NA,1,0,NA,0,0,1,0.0350013926283538,0.107125474407992,0.0026525198938992,9.28418902608857e-05,28.5702917771883,0,0
"735","Diacylglycerol kinase delta, helical domain",NA,0,1,NA,1,0,NA,0,0,1,0.0350013926283538,0.107125474407992,0.0026525198938992,9.28418902608857e-05,28.5702917771883,0,0
"736","Domain of unknown function (DUF1965)",NA,0,1,NA,1,0,NA,0,0,1,0.0350013926283538,0.107125474407992,0.0026525198938992,9.28418902608857e-05,28.5702917771883,0,0
"737","Ependymin",NA,0,1,NA,1,0,NA,0,0,1,0.0350013926283538,0.107125474407992,0.0026525198938992,9.28418902608857e-05,28.5702917771883,0,0
"738","Fucosyltransferase, N-terminal",NA,0,8,NA,1,0,NA,0,6,2,0.029748304756879,0.107125474407992,0.00530503978779841,0.000742735122087086,7.14257294429708,6,6
